MD5,Title,Author
69531d2c9e6a3a5111e2cc1977f70f59,An Introduction to Statistical Signal Processing,"Robert M. Gray, Lee D. Davisson"
c1a4165b182a750b62d45f2026d16129,Multivariate statistics: exercises and solutions,"Wolfgang K. Härdle, Zdenek Hlávka"
862fd29b3cfaccc06f70c34735fb2242,Partially linear models of parameter estimation,"Hardle, Liang, Gao."
d96dce72e9afc91c725abde155da22d9,Quasi-Likelihood and Its Application: A General Approach to Optimal Parameter Estimation,Christopher C. Heyde
4aae670dc21b023006767bbe11c01f5a,Generalized Least Squares,"Takeaki Kariya, Hiroshi Kurata"
df7d5a56836afcc4f3308d5a19792a75,Introduction to empirical processes and semiparametric inference,Michael R. Kosorok
3179840efcbe3d834a02f314c66c2383,Uncertainty analysis with high dimensional dependence modelling,"Dorota Kurowicka, Roger M. Cooke"
2aae224ad04950866be4a892b3568205,The biostatistics cookbook: the most user-friendly guide for the bio/medical scientist,"S. Michelson, T. Schofield"
ede298d152c5abbea8b62868046614a7,Collecting spatial data: Optimum design of experiments for random fields,Werner G. Müller
5b50f2b945f33263764580f2cf730981,Multidimensional nonlinear descriptive analysis,Shizuhiko Nishisato
2ed54cb174d2fc6970ba60943e861089,Linear Models and Generalizations,"C.R. Rao, Helge Toutenburg, Andreas Fieger, Christian Heumann, Thomas Nittner, Sandro Scheid"
6f7c187e15a093478faa7603fc05baa8,Linear Models: Least Squares and Alternatives,"C.Radhakrishna Rao, Helge Toutenburg, Christian Heumann, Thomas Nittner, Sandro Scheid"
a98fda68a8058302408d6ee5f362574c,Statistical analysis of extreme values,"Reiss R.-D., Thomas M."
12115ec8e271a8dc1cf1efa6afe50b76,"Analysis of variance for random models: theory, methods, applications, and data analysis","Hardeo Sahai, Mario M. Ojeda"
efccb92e862ca849ec439fb306b24b27,Encyclopedia of Measurement and Statistics,Dr. Neil J. Salkind
0d96be4b1b2e9935fb09b5fbbd857d14,Multiparametric statistics,Vadim Ivanovich Serdobolskii
8c08494d69d9dee1583ad33df6b0cae1,Stochastic Orders,"Moshe Shaked, J. George Shanthikumar"
b8833d21f0196aaa3ef83c419c67fd81,Robustness in data analysis,"Georgy L. Shevlyakov, Nikita O. Vilchevski"
827bd83370dfd9e224b1ce75cb087d7d,A tutorial on Principal Component Analysis,Shlens J.
c14ae4f637e7c11ef0594d24080c0058,Understanding complex datasets: data mining with matrix decompositions,David Skillicorn
6d4494cbacb2752c3bf0052180de971c,Introduction to statistical inference and data analysis,Trosset M.W.
c45e0e463abc410bc4d0f3db76e7935d,Discrete distributions: applications in the health sciences,Daniel Zelterman
1cacd8d6b4675e7bf54937c3f1d9cbee,"Classification, parameter estimation, and state estimation: an engineering approach using MATLAB","Ferdinand van der Heijden, Robert Duin, Dick de Ridder, David M. J. Tax"
cd23ef678d74382d088d4ebfce1a17d4,Random fields and their geometry,Robert J. Adler
3628a28903427e48a2e5079bac107bdf,Quantum independent increment processes I,"David Applebaum, B.V. Rajarama Bhat, Johan Kustermans, J. Martin Lindsay, Michael Schuermann, Uwe Franz"
4efe512153d2ba8a7c18bc24c0ef7831,Stochastic simulation: algorithms and analysis,"Søren Asmussen, Peter W. Glynn"
4cda6322185d5ce54bba675bed9a4066,"Quantum Independent Increment Processes II: Structure of Quantum Levy Processes, Classical Probability, and Physics","Uwe Franz, Rolf Rolf (auth.), Michael Schüermann, Uwe Franz (eds.)"
